240068184	97	-43	-4332	-82	10	-57	1119	-1378	2609
240867176	80	-28	-4351	-27	-18	-57	1126	-1382	2610
241674968	78	-97	-4322	13	-42	-16	1139	-1378	2610
242484296	147	-87	-4247	-64	-60	7	1128	-1359	2593
243293624	172	-32	-4184	-132	-93	-21	1116	-1466	2613
244128040	99	-74	-4109	-67	-103	-59	1119	-1451	2596
244940280	-12	-149	-4037	8	-87	-53	1152	-1386	2604
245744488	9	-95	-4013	-26	-69	-28	1150	-1432	2591
246547640	8	-101	-4005	-61	-41	13	1116	-1439	2592
247346408	1	-66	-4042	-72	-19	36	1142	-1420	2595
248140632	28	-119	-4082	-68	-13	32	1098	-1438	2603
248947528	12	-79	-4115	-38	-9	-14	1130	-1432	2605
249750680	34	-28	-4240	26	-14	-39	1147	-1409	2610
250545896	65	60	-4258	93	-18	-26	1160	-1393	2598
251342872	98	-61	-4229	87	-23	37	1104	-1427	2614
252146824	69	-121	-4203	-16	-10	37	1130	-1404	2589
252953624	47	-143	-4204	-61	-33	-5	1100	-1421	2615
253761320	44	-163	-4214	-27	-35	-34	1184	-1342	2605
254580600	27	-135	-4247	16	-54	-56	1144	-1433	2607
255387464	24	-54	-4282	31	-84	-38	1162	-1429	2615
256200344	90	-57	-4254	0	-69	3	1147	-1409	2586
256974120	68	-153	-4216	-67	-74	-24	1163	-1427	2603
257793400	51	-162	-4291	-60	-70	-96	1135	-1410	2586
258602024	-14	-112	-4329	-28	-77	-149	1173	-1454	2585
259434872	41	-79	-4264	-59	-84	-174	1160	-1415	2590
260254120	72	-205	-4264	-135	-74	-221	1169	-1422	2573
261086136	-67	-111	-4521	-186	-104	-245	1134	-1398	2590
261931592	-141	23	-4719	-229	-218	-154	1178	-1424	2554
262782136	-101	-56	-5051	-314	-382	-95	1253	-1437	2543
263622984	-4	267	-5030	-327	-540	-51	1224	-1455	2545
264446776	11	-80	-4937	-364	-729	10	1267	-1485	2519
265268680	-586	-566	-4988	-437	-919	-63	1283	-1472	2480
266117528	-190	253	-4312	-330	-1184	-178	1301	-1420	2485
266969992	-63	-334	-4127	71	-1243	-17	1336	-1440	2454
267808888	-394	-207	-4421	205	-1159	-121	1420	-1462	2437
268661480	-514	-256	-4711	111	-1194	-235	1487	-1441	2450
269521016	-523	-286	-4858	30	-1354	-482	1531	-1449	2391
270372520	-461	-91	-4627	136	-1552	-665	1578	-1386	2388
271224152	-495	84	-4395	336	-1711	-534	1612	-1398	2354
272077320	-368	578	-4164	376	-1819	-115	1690	-1374	2334
272928024	-640	139	-3963	390	-1839	404	1681	-1286	2318
273769704	-1058	-200	-3871	291	-1891	895	1660	-1376	2266
274621304	-1077	-1359	-3598	-64	-2016	1009	1774	-1399	2249
275486376	-1261	-751	-3847	24	-2057	569	1803	-1392	2215
276340536	-1434	-1151	-3897	1045	-2059	281	1841	-1272	2192
277215336	-1317	-926	-4197	1737	-2134	147	1969	-1166	2169
278092632	-1223	-718	-4289	2048	-2168	-142	2062	-1095	2166
278961352	-1108	-360	-3993	2332	-2226	-263	2065	-1014	2147
279829944	-1120	-185	-3793	2577	-2213	-89	2099	-932	2122
280689480	-1290	-126	-3681	2839	-2144	228	2189	-831	2109
281544728	-1364	-111	-3920	2947	-2103	540	2227	-836	2093
282399848	-1830	-93	-4102	3016	-2114	807	2296	-797	2065
283243416	-1912	-1260	-3413	2971	-2295	1161	2296	-719	2015
284121672	-1896	-1431	-3106	2817	-2365	766	2366	-657	1954
284995448	-2115	-1893	-2927	3100	-2068	410	2383	-448	1928
285858600	-2151	-1703	-3083	3480	-1878	68	2495	-395	1893
286710168	-2156	-1377	-3158	3832	-1758	-136	2504	-313	1860
287582312	-2002	-1078	-2936	3929	-1647	-213	2564	-216	1836
288454456	-1987	-623	-2597	3847	-1559	-159	2591	-99	1782
289321064	-2015	-690	-2376	3805	-1414	-44	2639	-43	1751
290165496	-2143	-1015	-2167	3605	-1253	80	2664	47	1733
291007272	-2283	-1387	-1919	3310	-1099	185	2640	81	1673
291853592	-2365	-1592	-1334	3010	-914	223	2625	127	1663
292710376	-2414	-2058	-1436	2729	-674	62	2685	172	1618
293559160	-2445	-1915	-1532	2561	-433	-100	2681	236	1615
294417800	-2410	-1797	-1698	2247	-210	-332	2719	311	1579
295272888	-2468	-1971	-1840	1892	-8	-594	2701	359	1584
296118952	-2408	-2055	-1798	1417	152	-843	2715	446	1585
296975768	-2412	-2108	-1670	1005	309	-990	2673	445	1613
297818440	-2502	-2342	-1719	681	479	-977	2687	444	1624
298667192	-2477	-2431	-1706	247	647	-977	2621	436	1645
299519496	-2396	-1987	-1843	-172	866	-965	2638	487	1695
300380728	-2188	-1640	-2177	-742	1081	-930	2552	470	1724
301225576	-2185	-1595	-2490	-1531	1239	-961	2562	428	1798
302095960	-2318	-2180	-3065	-2384	1352	-1052	2507	338	1842
302956840	-2430	-2934	-2959	-3185	1381	-1135	2502	343	1964
303828184	-2302	-3066	-2714	-3803	1352	-1210	2471	164	2001
304689000	-2178	-2862	-2640	-4034	1406	-1290	2386	103	2038
305539192	-2079	-2699	-2680	-4152	1512	-1283	2302	-32	2100
306400840	-2128	-2670	-3082	-4255	1622	-1126	2258	-112	2140
307267096	-2053	-2281	-3528	-4486	1722	-974	2280	-234	2174
308135848	-1790	-1928	-3606	-4730	1739	-858	2218	-362	2185
309004568	-1806	-1905	-3881	-4948	1788	-789	2188	-513	2247
309869992	-1886	-1745	-4175	-5143	1817	-466	2108	-614	2233
310745816	-1817	-1593	-4203	-5335	1756	-323	2104	-773	2231
311618088	-932	-285	-4109	-5620	1767	-377	2041	-928	2173
312470616	-1045	-232	-4322	-5794	1815	-669	1973	-1229	2170
313342760	-1325	-369	-4433	-5674	1791	-906	1897	-1321	2121
314218392	-1204	-35	-4537	-5373	1711	-930	1920	-1388	2078
315078888	-1133	188	-4509	-5200	1610	-944	1910	-1496	2018
315931544	-1145	288	-4528	-5069	1503	-1028	1884	-1614	1951
316806312	-986	488	-4506	-4989	1400	-1093	1886	-1699	1879
317666040	-885	731	-4375	-4986	1348	-1085	1876	-1751	1797
318532744	-861	914	-4263	-5120	1312	-923	1884	-1866	1704
319394936	-555	1657	-3837	-5461	1267	-667	1839	-1963	1603
320268712	-549	1517	-3771	-5717	1248	-504	1820	-2093	1377
321132024	-776	1387	-3836	-5777	1246	-364	1828	-2232	1250
322002248	-796	1507	-3789	-5770	1152	-207	1809	-2297	1138
322858552	-657	1870	-3572	-5476	1017	-152	1814	-2344	1026
323725256	-523	2063	-3320	-5049	933	-174	1804	-2367	905
324568856	-653	1892	-3179	-4772	915	-233	1785	-2430	786
325426536	-779	1876	-2974	-4677	836	-320	1799	-2443	676
326284216	-628	2063	-2642	-4495	613	-462	1788	-2466	614
327141928	-533	2512	-2138	-3973	324	-396	1753	-2445	548
328003160	-499	2694	-2134	-3183	150	-157	1804	-2509	481
328843368	-390	3316	-2392	-2594	59	-24	1793	-2494	433
329684920	-392	3321	-2360	-2222	-66	46	1834	-2495	376
330522920	-397	3487	-2327	-1961	-198	149	1795	-2529	243
331377208	-364	3147	-2191	-1898	-322	281	1754	-2535	217
332234920	-408	3262	-1988	-1811	-441	284	1742	-2526	154
333089080	-506	2989	-1828	-1652	-503	156	1732	-2567	121
333932776	-616	2987	-1853	-1410	-569	-46	1768	-2510	91
334776184	-616	3204	-1751	-1096	-630	-363	1755	-2500	62
335617096	-361	4188	-1513	-734	-740	-647	1830	-2503	51
336453496	-355	4040	-1170	-311	-892	-549	1836	-2484	48
337293416	-342	4119	-1078	-78	-935	-377	1816	-2500	54
338125304	-402	4146	-1377	138	-923	-280	1813	-2433	43
338959848	-433	4151	-1574	308	-923	-171	1807	-2443	24
339797944	-583	3558	-1370	361	-998	-92	1799	-2475	31
340631464	-653	3073	-1532	478	-1010	-83	1824	-2473	36
341462584	-780	2875	-1791	645	-1002	-147	1842	-2469	57
342305160	-1109	2817	-1875	822	-1038	-456	1885	-2457	124
343160376	-1117	3017	-1855	1121	-1224	-538	1830	-2456	189
344027112	-1030	3325	-1798	1706	-1850	-529	1884	-2385	271
344886840	-1024	3464	-1858	2626	-2076	-534	1884	-2447	364
345753544	-1013	3586	-2061	4500	-2148	-522	1942	-2414	463
346616728	-938	3713	-2197	4912	-2096	-492	1997	-2366	553
347482472	-923	3683	-2438	4949	-1933	-444	1984	-2359	647
348351736	-1144	3174	-2690	4614	-1764	-381	1982	-2232	714
349225480	-1345	2673	-3001	4184	-1699	-349	2028	-2263	802
350085144	-1528	1745	-3034	4148	-1692	-349	2014	-2195	876
350948584	-1828	1412	-3128	4303	-1690	-376	2095	-2137	1053
351816408	-1900	1264	-3235	4639	-1701	-398	2094	-1993	1134
352684104	-1849	1287	-3403	4991	-1690	-401	2136	-1883	1221
353555320	-1873	1204	-3541	5282	-1635	-354	2219	-1814	1297
354433576	-1933	1079	-3699	5470	-1529	-273	2178	-1744	1368
355311832	-1936	1023	-3839	5383	-1417	-211	2188	-1669	1460
356190088	-2023	1042	-4124	5251	-1334	-154	2219	-1623	1520
357057816	-2027	795	-4206	5134	-1287	-56	2279	-1449	1585
357916584	-2011	694	-4072	4821	-1213	-29	2285	-1453	1623
358778776	-2262	-83	-3853	4514	-1176	5	2309	-1363	1655
359628360	-2237	-270	-3575	4297	-1124	31	2339	-1281	1716
360490488	-2189	-348	-3409	4186	-1035	44	2418	-1116	1753
361345800	-2327	-490	-3472	4091	-942	20	2363	-980	1776
362177720	-2203	-439	-3580	4144	-840	-7	2378	-890	1793
363010504	-2220	-466	-3743	4150	-746	-54	2403	-884	1822
363848024	-2334	-604	-3723	4024	-653	-112	2401	-779	1827
364700584	-2352	-901	-3468	3778	-557	-92	2408	-725	1850
365541624	-2337	-1158	-3154	3296	-492	-13	2447	-644	1846
366408232	-2339	-1377	-2977	2816	-423	34	2410	-587	1862
367262424	-2317	-1482	-2692	2649	-383	71	2454	-480	1852
368120072	-2370	-1684	-2378	2700	-316	109	2457	-492	1877
368968184	-2269	-1494	-2685	2881	-122	118	2433	-346	1891
369837448	-2365	-1475	-3195	3104	-76	35	2442	-313	1902
370683544	-2264	-1314	-3164	3229	-90	-40	2459	-209	1909
371524552	-2125	-1349	-2899	2978	-36	-106	2483	-131	1898
372387640	-2154	-1544	-2788	2645	17	-152	2492	-54	1900
373230152	-2253	-1936	-2491	2459	98	-200	2430	41	1906
374060248	-2287	-2205	-2066	2481	226	-229	2442	62	1917
374902088	-2023	-2023	-1644	2359	421	-315	2438	96	1913
375743864	-1895	-1960	-1315	2462	669	-407	2397	160	1934
376597096	-1876	-2241	-1298	2434	959	-520	2364	326	1946
377453880	-2223	-2366	-2375	2272	1119	-596	2344	326	1971
378322216	-2373	-2070	-2816	1858	1015	-570	2323	340	1994
379176408	-2120	-1728	-2384	1311	975	-677	2275	382	2023
380029672	-1891	-1717	-2477	744	1143	-770	2284	383	2093
380879640	-1642	-1500	-2593	92	1337	-906	2265	383	2124
381717896	-1459	-1348	-2633	-636	1539	-1165	2138	398	2189
382595192	-1465	-1776	-2832	-1220	1771	-1388	2061	394	2228
383473448	-1706	-2412	-3119	-2001	1894	-1617	2037	334	2278
384344696	-1878	-2886	-3418	-2570	1833	-1707	1960	245	2329
385219400	-2107	-3228	-3893	-2772	1627	-1617	1909	185	2388
386090616	-1845	-3010	-3565	-2957	1352	-1530	1859	147	2409
386954888	-1644	-2632	-3634	-2969	1284	-1474	1843	69	2435
387832152	-1513	-1594	-3985	-3060	1295	-1371	1804	9	2480
388687208	-852	-963	-4309	-3512	1380	-1301	1762	-148	2512
389547768	-672	-681	-4621	-4141	1489	-1355	1676	-492	2527
390422440	-171	-346	-4918	-4857	1637	-1475	1661	-627	2528
391290168	157	-251	-5108	-5705	1809	-1738	1599	-770	2514
392141832	-286	-811	-5300	-6436	1963	-2145	1587	-1023	2454
393013944	-515	-1175	-5609	-6851	2089	-2403	1513	-1153	2404
393887176	-593	-1583	-5429	-7232	2090	-2567	1514	-1361	2345
394770840	-783	-1423	-5046	-7272	1913	-2618	1526	-1499	2256
395651016	-633	-975	-4594	-6984	1766	-2551	1494	-1593	2188
396530200	-396	1000	-4518	-6207	1586	-2356	1533	-1721	2000
397380264	127	1417	-4494	-5724	1421	-2061	1483	-1959	1901
398249656	205	1910	-4386	-5540	1345	-2046	1535	-2025	1793
399111912	121	2381	-4572	-5468	1345	-1967	1580	-2106	1651
399984760	-46	2240	-4978	-5791	1276	-1690	1588	-2198	1516
400851368	-167	1724	-4960	-6196	1066	-1423	1601	-2290	1390
401712248	-407	911	-4375	-6262	823	-1329	1629	-2354	1244
402574632	-479	830	-3756	-5951	618	-1286	1689	-2354	1114
403436984	-541	698	-3005	-5366	455	-1290	1701	-2390	1002
404278184	-486	960	-2257	-4714	311	-1355	1754	-2396	898
405132504	-320	2208	-2219	-3997	160	-1314	1767	-2411	825
405984264	-354	2488	-2336	-3282	41	-1208	1833	-2378	682
406838584	-298	3285	-2585	-2719	-79	-1048	1828	-2422	610
407694760	-297	3271	-2757	-2336	-255	-689	1894	-2435	555
408554488	-284	4072	-2915	-2104	-432	-462	1863	-2395	480
409407176	-387	4027	-3353	-1977	-669	-153	1853	-2407	398
410259960	-476	3498	-3187	-1924	-991	184	1910	-2444	335
411110696	-360	2752	-2411	-2015	-1286	325	1878	-2424	258
411969400	-545	1981	-1591	-1954	-1333	77	1881	-2405	218
412820008	-747	2439	-1243	-1649	-1162	-393	1874	-2392	185
413684152	-749	2692	-1597	-1118	-1073	-806	1936	-2408	149
414548264	-599	4081	-1891	-617	-1080	-1262	1971	-2375	131
415412344	-226	5250	-1958	-243	-1148	-1510	1996	-2305	52
416268328	-452	4904	-1866	-236	-1227	-1357	2018	-2289	8
417119832	-532	4404	-1929	-343	-1352	-723	2039	-2308	-23
417973256	-515	4536	-1703	-565	-1473	-110	1980	-2329	-77
418826616	-562	4006	-1302	-620	-1580	36	2006	-2281	-113
419660488	-895	3016	-1105	-483	-1636	-103	1995	-2348	-133
420518488	-1158	2634	-969	-317	-1620	-440	2031	-2298	-141
421376520	-1229	2808	-1039	27	-1601	-761	2045	-2279	-134
422225496	-1179	3148	-1256	597	-1639	-1122	2050	-2268	-126
423101128	-1330	3122	-1231	1681	-1721	-1567	2102	-2203	-99
423969752	-1225	4669	-972	2171	-1786	-1682	2143	-2179	-81
424844392	-1136	4167	-815	2420	-1748	-1254	2147	-2151	-20
425711928	-1500	3605	-1185	2457	-1661	-888	2127	-2135	20
426567016	-1522	3536	-1528	2579	-1699	-724	2159	-2146	48
427432728	-1581	3331	-1732	2932	-1836	-659	2195	-2107	97
428298440	-1723	2955	-1640	3400	-1953	-698	2235	-2139	152
429161560	-1811	2566	-1542	3806	-1957	-851	2250	-2061	239
430024712	-1958	2325	-1662	4295	-1844	-1052	2305	-2032	303
430889144	-2096	2088	-1755	4693	-1693	-1233	2332	-2022	370
431756968	-2210	2021	-1729	5013	-1481	-1338	2426	-1932	484
432631704	-2280	1675	-1793	5281	-1220	-1244	2371	-1870	592
433502856	-2386	1377	-2252	5341	-922	-1117	2455	-1791	770
434373144	-2407	1661	-2693	5323	-686	-990	2443	-1743	836
435235336	-2316	1631	-2914	5241	-604	-723	2505	-1678	940
436094008	-2119	1449	-2859	5174	-578	-435	2517	-1577	990
436949256	-2364	932	-2885	4978	-453	-244	2503	-1538	1078
437811480	-2269	805	-2854	4651	-279	-13	2534	-1501	1130
438658536	-2218	482	-2518	4378	-102	184	2479	-1497	1224
439518872	-2356	-96	-2287	4364	180	263	2474	-1397	1329
440371112	-2375	-444	-2605	4337	511	296	2407	-1305	1388
441221016	-2343	-966	-3418	4350	716	278	2433	-1301	1484
442074280	-2366	-1405	-4140	4377	877	86	2427	-1196	1574
442924056	-1932	-1013	-4545	4596	975	-171	2395	-1129	1759
443794312	-1806	-215	-4312	4764	953	-241	2353	-918	1812
444652024	-1495	-91	-3749	4892	1220	-28	2296	-817	1898
445498088	-1613	-796	-3360	4808	1561	-91	2293	-757	1964
446348696	-1635	-654	-2721	4388	1933	-191	2176	-665	2044
447214440	-1230	-1582	-1535	3263	2378	-107	2171	-574	2126
448081112	-1031	-2170	-1206	2858	2951	-35	2080	-447	2200
448922184	-1030	-2811	-1215	2956	3276	79	1980	-401	2304
449768344	-1074	-3488	-3242	3202	3362	186	1871	-285	2369
450633192	-1911	-3363	-7433	3248	3039	143	1835	-204	2435
451494648	-1543	333	-5765	3151	2354	323	1715	-135	2492
452353096	55	1351	-3800	2684	2200	98	1684	-114	2517
453172344	146	484	-2778	2003	2472	-132	1603	-41	2618
454004136	135	-49	-1749	1214	3017	-441	1508	11	2668
454824504	275	-693	-1607	618	3516	-951	1395	9	2733
455643720	48	-1676	-2460	317	3825	-1460	1094	-15	2771
456477272	-666	-2703	-4181	119	3747	-1476	1053	-43	2823
457331432	-746	-3344	-4738	-935	3172	-1239	970	-117	2835
458194520	-338	-3336	-4821	-1841	2820	-1296	807	-139	2874
459058568	-255	-2875	-5711	-1546	2638	-1324	713	-219	2880
459926264	397	-2454	-5481	-2017	2431	-1479	675	-297	2891
460792008	568	-979	-4583	-2473	2363	-1858	586	-344	2910
461639256	1240	101	-3991	-2402	2283	-2118	561	-515	2876
462492520	1536	509	-4041	-2743	2364	-2402	436	-568	2887
463342264	1659	171	-4118	-3107	2499	-2768	344	-685	2853
464202600	1647	-543	-4760	-3198	2588	-2874	338	-914	2814
465057784	1077	-976	-6241	-3319	2584	-2802	225	-1045	2786
465921096	867	-1338	-6828	-3401	2218	-2412	198	-1198	2752
466791352	1129	-634	-6096	-3840	1715	-2233	192	-1364	2695
467661576	1655	-45	-5167	-3758	1368	-1962	181	-1508	2618
468527288	1967	350	-4160	-4043	1270	-1906	171	-1600	2538
469374408	2089	799	-3719	-4146	1391	-2055	185	-1759	2458
470235736	2168	425	-3342	-4190	1595	-2410	188	-1879	2382
471097128	1657	272	-3923	-4330	1801	-3028	232	-2008	2274
471947960	1063	69	-4157	-4051	1806	-3367	285	-2078	2187
472794152	838	212	-4239	-3938	1542	-3145	326	-2154	2048
473654488	954	815	-4190	-3658	1081	-2609	358	-2283	2002
474500712	1315	1574	-3860	-3006	613	-2094	443	-2327	1919
475351544	1786	2384	-3321	-2594	229	-1463	496	-2373	1856
476223432	1818	2293	-2806	-2388	67	-1410	554	-2467	1781
477080184	1748	1678	-2777	-2438	205	-1635	559	-2433	1729
477941640	1264	1502	-3011	-2456	176	-1729	572	-2508	1661
478799416	963	1237	-3439	-2420	-82	-1467	670	-2522	1607
479649992	500	1057	-3858	-2193	-501	-1239	733	-2552	1569
480505144	345	1185	-4104	-1496	-1010	-1105	807	-2562	1539
481357960	737	2295	-2862	-980	-1542	-872	823	-2543	1495
482212088	1991	3000	-2098	-553	-1662	-576	854	-2566	1447
483063720	1668	2754	-2248	-599	-1320	-650	899	-2571	1393
483918904	1109	2543	-2746	-841	-1153	-738	986	-2573	1352
484781128	656	2310	-3252	-906	-1253	-397	1025	-2618	1341
485639800	382	2340	-3811	-834	-1606	10	1002	-2567	1322
486470856	229	2325	-4085	-383	-2119	292	1016	-2560	1311
487320632	-54	1268	-4349	166	-2672	368	1104	-2591	1311
488169416	262	308	-4344	656	-3131	-149	1110	-2536	1338
48901
